program,faculty,campus,duration,eng_taught,type,url
Language Sciences,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-lettres-sciences-du-langage-LILUWCHM.html
German Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-allemand-LLLCE1L_601.html
"Central European Languages Literature and Civilisations",Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-langues-litteratures-et-civilisations-d-europe-centrale-LLLCE1L_607.html
Dutch Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-neerlandais-LLLCE1L_602.html
English Studies,Faculty of Arts and Humanities,主校区+Centre universitaire Clignancourt,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-anglais-LLLCE1L_609.html
"English Studies, Literature and Human Sciences",Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-anglais-lettres-sciences-humaines-parcours-bilingue-LLLCE1L_511.html
Arabic Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-arabe-LLLCE1L_612.html
Bosnian Croatian Montenegrin Serbian Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-bosniaque-croate-montenegrin-serbe-bcms-LLLCR1L_612.html
Bosnian Croatian Montenegrin Serbian Studies - Distance Learning,Faculty of Arts and Humanities,Distance learning,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-bosniaque-croate-montenegrin-serbe-bcms-a-distance-LLLCR1L_616.html
Spanish Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-espagnol-LLLCR1L_601.html
Nordic Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-etudes-nordiques-LLLCE1L_604.html
Hebrew and Jewish Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-hebreu-etudes-juives-LLLCE1L_614.html
Italian Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-italien-LLLCR1L_606.html
Italian Studies - Bologna Track,Faculty of Arts and Humanities,主校区+Université de Bologne,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-italien-bologne-LLLCR1L_617.html
Polish Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-polonais-LLLCR1L_608.html
Portuguese Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-portugais-LLLCR1L_603.html
Russian Studies,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-llcer-russe-LLLCR1L_610.html
Musicology,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-musicologie-LMUSI1L_601.html
Musicology: Music and Performance - PSPBB Track,Faculty of Arts and Humanities,主校区+PSPBB,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-musicologie-musique-et-interpretation-parcours-pspbb-LMUSI1L_602.html
Musicology: CNSMDP Track,Faculty of Arts and Humanities,主校区+CNSMDP,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-musicologie-parcours-cnsmdp-LMUSI1L_603.html
Musicology - Distance Learning,Faculty of Arts and Humanities,Distance learning,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/arts-lettres-langues-ALL/licence-musicologie-parcours-enseignement-a-distance-LMUSI1L_604.html
Geography and Planning,Faculty of Arts and Humanities,Centre universitaire Clignancourt+Institut de géographie et d’aménagement,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-geographie-et-amenagement-LGEAM1L_601.html
"History",Faculty of Arts and Humanities,主校区+Centre universitaire Clignancourt,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-histoire-LHIST1L_601.html
Art History and Archaeology,Faculty of Arts and Humanities,Institut d'art et d'archéologie,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-histoire-de-l-art-et-archeologie-LAHAR1L_601.html
Humanities: Ancient Culture and the Contemporary World,Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-humanites-culture-antique-et-monde-contemporain-camc-LLETT1L_602.html
"Humanities: Spanish Translation, Publishing and Media",Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-humanites-espagnol-traduction-edition-media-M4KEP30Z.html
Humanities: Sciences of Antiquity,Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-humanites-sciences-de-l-antiquite-M4GULHYA.html
Information and Communication,Faculty of Arts and Humanities,CELSA,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-information-communication-LCOMM1L_601.html
Philosophy,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-philosophie-LPHIL1L_601.html
Sociology,Faculty of Arts and Humanities,主校区,3,FALSE,单学位,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-XA/sciences-humaines-et-sociales-SHS/licence-sociologie-LSOCI1L_601.html
Double Degree in Literature and English,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-lettres-anglais-LLETT1L_663.html
Double Degree in Literature and Spanish,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-lettres-espagnol-LLETT1L_664.html
Double Degree in Literature and Computer Science,Faculty of Arts and Humanities,主校区+Campus Pierre et Marie Curie,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-lettres-informatique-LLETT1L_667.html
Double Degree in German Studies and Modern Literature,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-allemand-lettres-modernes-LLETT1L_662.html
Double Degree in German Studies and Nordic Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-allemand-etudes-nordiques-M4L3GSYM.html
Double Degree in German Studies and Philosophy,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-allemand-philosophie-LLLCE1L_664.html
Double Degree in German Studies and Science,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-allemand-sciences-avec-la-faculte-des-sciences-et-ingenierie-LLLCE1L_663.html
Double Degree in English Studies and Spanish Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-anglais-espagnol-LLLCE1L_678.html
Double Degree in English Studies and German Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-anglais-allemand-LLLCE1L_677.html
Double Degree in English Studies and Dutch Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-anglais-neerlandais-LLLCE1L_669.html
Double Degree in Spanish Studies and Portuguese Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-espagnol-portugais-LLLCR1L_661.html
Double Degree in Spanish Studies and History,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-espagnol-histoire-LHIST1L_664.html
Double Degree in Italian Studies and Literature,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-italien-lettres-LLETT1L_665.html
Double Degree in Musicology and Italian Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-musicologie-italien-LMUSI1L_662.html
Double Degree in Science and Musicology,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-sciences-musicologie-avec-la-faculte-des-sciences-et-ingenierie-LMUSI1L_606.html
Double Degree in Italian Studies and History,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-italien-histoire-LHIST1L_666.html
Double Degree in Archaeology and Geography,Faculty of Arts and Humanities,Institut d'art et d'archéologie+Institut de géographie et d’aménagement,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-archeologie-geographie-LAHAR1L_661.html
Double Degree in Geography and Nordic Studies,Faculty of Arts and Humanities,Institut de géographie et d’aménagement+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-geographie-et-amenagement-geographie-etudes-nordiques-M4L3PYXT.html
Double Degree in History and German Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-allemand-LHIST1L_661.html
Double Degree in History and English Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-anglais-LHIST1L_662.html
Double Degree in History and Arabic Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-arabe-LHIST1L_663.html
Double Degree in History and Law,Faculty of Arts and Humanities+Panthéon-Assas Université,主校区+Centre Assas,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-droit-avec-pantheon-assas-LHIST1L_671.html
Double Degree in History and Slavic Studies,Faculty of Arts and Humanities,主校区+Centre d'études slaves,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-etudes-slaves-LHIST1L_667.html
Double Degree in History and Geography,Faculty of Arts and Humanities,主校区+Institut de géographie et d’aménagement,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-geographie-LHIST1L_665.html
Double Degree in History and Media,Faculty of Arts and Humanities+Panthéon-Assas Université,主校区+Centre Assas,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-medias-avec-pantheon-assas-LHIST1L_668.html
Double Degree in History and Science,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-sciences-avec-la-faculte-des-sciences-et-ingenierie-LHIST1L_669.html
Double Degree in Art History and Law,Faculty of Arts and Humanities+Panthéon-Assas Université,Institut d'art et d'archéologie+Centre Assas,3,FALSE,联合培养,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-de-l-art-droit-avec-pantheon-assas-LAHAR1L_662.html
Double Degree in Philosophy and Russian Studies,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-philosophie-russe-LPHIL1L_664.html
Double Degree in Philosophy and Sociology,Faculty of Arts and Humanities,主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-philosophie-sociologie-LPHIL1L_663.html
Double Degree in Science and Philosophy,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-sciences-philosophie-avec-la-faculte-des-sciences-et-ingenierie-LPHIL1L_662.html
Italian Studies with Philosophy Minor,Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/arts-lettres-langues-ALL/licence-llcer-italien-majeure-mineure-philosophie-LLLCR1L_622.html
History with Environment Minor,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-histoire-majeure-mineure-tt-environnement-fac-des-sciences-M4L5IWHC.html
History with History and Philosophy of Science and Technology Minor,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-histoire-majeure-mineure-tt-histoire-et-philosophie-des-sciences-et-techniques-fac-sciences-LHIST1L_533.html
History with Natural History Minor,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-histoire-majeure-mineure-tt-histoire-naturelle-fac-des-sciences-LHIST1L_536.html
Philosophy with Environment Minor,Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-philosophie-majeure-mineure-tt-environnement-L1XDOFIF.html
Philosophy with Italian Minor,Faculty of Arts and Humanities,主校区,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-philosophie-majeure-mineure-italien-LPHIL1L_625.html
"Philosophy with History and Philosophy of Science and Technology Minor",Faculty of Arts and Humanities+Faculty of Science and Engineering,主校区+Campus Pierre et Marie Curie,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-philosophie-majeure-mineure-tt-histoire-et-philosophie-des-sciences-et-techniques-KZ8AAUB2.html
Philosophy with Health Innovation Minor,Faculty of Arts and Humanities+Faculty of Health,主校区+Site Pitié-Salpêtrière,3,FALSE,交叉学科（单学位）,https://formations-lettres.sorbonne-universite.fr/fr/index/licence-majeure-mineure-MAJ/sciences-humaines-et-sociales-SHS/licence-philosophie-majeure-mineure-tt-innovation-sante-LPHIL1L_623.html
Bachelor in Chemistry,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-3
"Bachelor in Electronics, Electrical Energy and Automation",Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-delectronique-energie-electrique-automatique
Bachelor in Computer Science,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-dinformatique
Bachelor in Mathematics,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-de-mathematiques
Bachelor in Mechanics,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-de-mecanique
Bachelor in Physics,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-de-physique
Bachelor in Earth Sciences,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-de-sciences-de-la-terre
Bachelor in Life Sciences,Faculty of Science and Engineering,Campus Pierre et Marie Curie,3,FALSE,单学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/les-l2-l3-nos-huit-disciplines-de-licence/licence-de-sciences-de-la-vie
Double Curriculum in Science and Journalism,Faculty of Science and Engineering+CELSA,Campus Pierre et Marie Curie+CELSA,3,FALSE,双学位,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/licence-carte/doubles-cursus-doubles-licences-sciences
Double Degree in Literature and Computer Science,Faculty of Science and Engineering+Faculty of Arts and Humanities,Campus Pierre et Marie Curie+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-lettres-informatique-LLETT1L_667.html
Double Degree in Science and German Studies,Faculty of Science and Engineering+Faculty of Arts and Humanities,Campus Pierre et Marie Curie+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-llcer-allemand-sciences-avec-la-faculte-des-sciences-et-ingenierie-LLLCE1L_663.html
Double Curriculum in Science and Design,Faculty of Science and Engineering+ENSCI,Campus Pierre et Marie Curie+ENSCI,3,FALSE,联合培养,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/licence-carte/doubles-cursus-doubles-licences-sciences
Double Degree in Science and Law,Faculty of Science and Engineering+Panthéon-Assas Université,Campus Pierre et Marie Curie+Centre Assas,3,FALSE,联合培养,https://sciences.sorbonne-universite.fr/formation-sciences/offre-de-formation/licences/licence-carte/doubles-cursus-doubles-licences-sciences
Double Degree in Science and History,Faculty of Science and Engineering+Faculty of Arts and Humanities,Campus Pierre et Marie Curie+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-histoire-sciences-avec-la-faculte-des-sciences-et-ingenierie-LHIST1L_669.html
Double Degree in Science and Musicology,Faculty of Science and Engineering+Faculty of Arts and Humanities,Campus Pierre et Marie Curie+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/arts-lettres-langues-ALL/double-licence-sciences-musicologie-avec-la-faculte-des-sciences-et-ingenierie-LMUSI1L_606.html
Double Degree in Science and Philosophy,Faculty of Science and Engineering+Faculty of Arts and Humanities,Campus Pierre et Marie Curie+主校区,3,FALSE,双学位,https://formations-lettres.sorbonne-universite.fr/fr/index/double-licence-XD/sciences-humaines-et-sociales-SHS/double-licence-sciences-philosophie-avec-la-faculte-des-sciences-et-ingenierie-LPHIL1L_662.html
